"mal_id","dub_status_de"
1,"dubbed"
6,"dubbed"
7,"dubbed"
8,"dubbed"
15,"dubbed, partially dubbed"
16,"dubbed"
17,"unknown"
18,"dubbed"
20,"dubbed"
21,"dubbed"
22,"dubbed, partially dubbed"
23,"unknown"
24,"dubbed"
25,"dubbed"
27,"dubbed"
28,"dubbed"
29,"dubbed"
30,"dubbed"
45,"dubbed"
48,"dubbed"
50,"dubbed"
52,"dubbed"
53,"dubbed"
55,"dubbed"
56,"dubbed"
57,"dubbed"
59,"dubbed"
60,"dubbed"
61,"dubbed"
62,"unknown"
64,"dubbed"
65,"dubbed"
66,"dubbed"
67,"dubbed"
68,"dubbed"
69,"unknown"
71,"dubbed"
72,"dubbed"
73,"dubbed"
74,"dubbed"
75,"dubbed"
76,"dubbed"
77,"dubbed"
80,"dubbed"
85,"dubbed"
86,"dubbed"
89,"unknown"
90,"dubbed"
92,"unknown"
93,"dubbed"
94,"dubbed"
95,"unknown"
96,"dubbed"
97,"dubbed"
98,"dubbed"
99,"dubbed"
100,"dubbed"
101,"dubbed"
102,"unknown"
103,"unknown"
104,"dubbed"
105,"dubbed"
106,"dubbed"
107,"dubbed"
109,"dubbed"
110,"unknown"
111,"dubbed"
112,"unknown"
113,"dubbed"
114,"dubbed"
115,"dubbed"
116,"dubbed"
119,"unknown"
120,"dubbed"
121,"dubbed"
122,"dubbed, partially dubbed"
123,"dubbed"
125,"unknown"
126,"unknown"
127,"dubbed"
129,"dubbed"
130,"dubbed"
131,"dubbed"
132,"dubbed"
134,"dubbed"
135,"dubbed"
136,"dubbed"
141,"dubbed"
142,"unknown"
143,"dubbed"
144,"dubbed"
145,"dubbed"
148,"dubbed"
149,"dubbed"
150,"dubbed"
152,"dubbed"
153,"dubbed"
154,"dubbed"
157,"dubbed"
158,"dubbed"
159,"dubbed"
160,"dubbed"
161,"dubbed"
162,"dubbed"
163,"dubbed"
165,"dubbed"
166,"dubbed"
167,"dubbed"
168,"dubbed"
169,"dubbed"
170,"dubbed, partially dubbed"
171,"dubbed"
173,"dubbed"
174,"dubbed"
175,"dubbed"
177,"dubbed"
178,"dubbed"
180,"dubbed"
181,"dubbed"
182,"dubbed"
183,"unknown"
184,"dubbed"
185,"dubbed"
186,"dubbed"
189,"dubbed"
195,"dubbed"
196,"dubbed"
200,"unknown"
202,"dubbed"
204,"dubbed"
205,"dubbed"
206,"dubbed"
209,"dubbed"
218,"dubbed"
223,"dubbed"
225,"dubbed"
228,"dubbed"
229,"dubbed"
230,"dubbed"
231,"dubbed"
232,"dubbed"
233,"dubbed"
234,"dubbed"
235,"dubbed, partially dubbed"
236,"dubbed"
237,"dubbed"
238,"dubbed"
239,"dubbed"
240,"dubbed"
242,"dubbed"
243,"dubbed"
244,"unknown"
245,"dubbed"
246,"dubbed"
247,"unknown"
248,"unknown"
249,"dubbed"
250,"dubbed, partially dubbed"
251,"dubbed"
252,"dubbed"
253,"dubbed"
260,"dubbed"
261,"unknown"
263,"dubbed"
266,"dubbed"
267,"dubbed"
269,"dubbed"
270,"dubbed"
271,"dubbed"
272,"dubbed"
273,"dubbed"
278,"dubbed, partially dubbed"
279,"dubbed"
280,"dubbed"
282,"unknown"
283,"dubbed"
284,"dubbed"
285,"dubbed"
286,"dubbed"
287,"dubbed"
288,"dubbed"
289,"dubbed"
290,"dubbed"
291,"unknown"
292,"dubbed"
293,"dubbed"
295,"dubbed"
296,"dubbed"
297,"dubbed"
298,"dubbed"
301,"dubbed"
302,"dubbed"
303,"dubbed"
307,"dubbed, partially dubbed"
308,"dubbed"
309,"unknown"
310,"dubbed"
311,"unknown"
318,"dubbed"
322,"dubbed"
324,"dubbed"
325,"dubbed"
326,"dubbed"
327,"dubbed"
328,"dubbed"
329,"dubbed"
331,"unknown"
332,"unknown"
333,"unknown"
334,"dubbed"
335,"dubbed"
336,"unknown"
337,"unknown"
338,"unknown"
339,"dubbed"
340,"dubbed"
341,"dubbed"
342,"dubbed"
343,"dubbed"
344,"dubbed"
345,"dubbed"
346,"unknown"
347,"dubbed"
348,"dubbed"
349,"unknown"
350,"dubbed"
351,"unknown"
352,"unknown"
353,"unknown"
355,"dubbed"
356,"dubbed"
360,"dubbed"
364,"unknown"
370,"dubbed"
375,"dubbed"
379,"dubbed"
383,"dubbed"
385,"dubbed"
386,"unknown"
387,"dubbed"
388,"unknown"
390,"dubbed"
392,"dubbed"
394,"dubbed"
396,"dubbed"
397,"dubbed"
406,"unknown"
407,"dubbed"
411,"dubbed"
417,"dubbed"
419,"dubbed"
421,"dubbed"
424,"dubbed"
427,"dubbed"
435,"dubbed"
440,"dubbed"
444,"dubbed"
445,"unknown"
446,"dubbed"
447,"dubbed"
455,"dubbed"
456,"dubbed"
457,"dubbed"
467,"dubbed"
469,"dubbed"
470,"unknown"
471,"unknown"
472,"dubbed"
473,"dubbed"
476,"dubbed"
477,"dubbed"
478,"dubbed"
479,"dubbed"
481,"dubbed"
482,"dubbed, partially dubbed"
483,"dubbed"
485,"unknown"
486,"dubbed"
488,"dubbed"
489,"dubbed"
490,"dubbed"
495,"dubbed"
501,"unknown"
505,"unknown"
506,"unknown"
508,"dubbed, partially dubbed"
509,"dubbed"
511,"dubbed"
516,"dubbed, partially dubbed"
518,"dubbed, partially dubbed"
519,"unknown"
521,"dubbed"
525,"dubbed"
527,"dubbed"
529,"dubbed"
530,"dubbed"
532,"dubbed"
533,"dubbed"
534,"dubbed"
535,"dubbed"
538,"dubbed"
545,"dubbed"
546,"unknown"
550,"unknown"
551,"dubbed"
552,"dubbed"
553,"dubbed"
558,"unknown"
561,"dubbed"
563,"dubbed"
567,"dubbed"
568,"dubbed"
569,"dubbed"
573,"dubbed"
576,"dubbed"
577,"unknown"
579,"unknown"
580,"unknown"
582,"unknown"
584,"dubbed"
586,"dubbed"
587,"unknown"
589,"unknown"
590,"unknown"
592,"unknown"
593,"dubbed"
598,"dubbed"
600,"unknown"
603,"dubbed"
604,"dubbed"
605,"dubbed, partially dubbed"
606,"dubbed"
607,"unknown"
611,"unknown"
612,"unknown"
613,"unknown"
614,"unknown"
616,"unknown"
618,"dubbed"
620,"dubbed"
623,"dubbed"
626,"unknown"
627,"unknown"
630,"dubbed"
633,"unknown"
634,"dubbed"
635,"dubbed"
636,"dubbed"
646,"unknown"
648,"unknown"
652,"dubbed"
653,"dubbed"
655,"dubbed, partially dubbed"
658,"unknown"
667,"dubbed"
670,"unknown"
671,"unknown"
677,"unknown"
678,"dubbed"
682,"dubbed"
684,"unknown"
685,"unknown"
687,"dubbed, partially dubbed"
688,"unknown"
690,"dubbed"
691,"unknown"
693,"dubbed"
694,"unknown"
696,"dubbed"
706,"dubbed"
708,"unknown"
709,"unknown"
710,"dubbed"
712,"unknown"
714,"unknown"
721,"dubbed"
727,"unknown"
729,"unknown"
738,"dubbed, partially dubbed"
740,"dubbed"
744,"dubbed"
749,"unknown"
750,"dubbed"
751,"unknown"
754,"unknown"
763,"dubbed"
764,"dubbed"
771,"unknown"
776,"dubbed"
782,"dubbed"
783,"dubbed"
786,"unknown"
789,"dubbed"
790,"dubbed"
795,"unknown"
798,"unknown"
799,"unknown"
800,"dubbed"
801,"dubbed"
810,"unknown"
812,"dubbed"
813,"dubbed"
817,"unknown"
831,"dubbed"
833,"dubbed"
835,"unknown"
836,"dubbed"
838,"dubbed"
840,"dubbed"
845,"dubbed"
846,"dubbed"
849,"dubbed"
850,"unknown"
852,"unknown"
853,"dubbed"
854,"unknown"
855,"unknown"
856,"dubbed"
858,"unknown"
859,"dubbed"
860,"dubbed"
861,"dubbed"
863,"unknown"
865,"unknown"
872,"dubbed"
873,"dubbed"
874,"dubbed"
876,"dubbed"
878,"dubbed"
879,"unknown"
880,"dubbed"
888,"dubbed"
889,"dubbed"
890,"dubbed"
907,"unknown"
909,"dubbed"
910,"unknown"
912,"unknown"
913,"unknown"
915,"unknown"
916,"dubbed"
918,"dubbed, partially dubbed"
919,"unknown"
924,"dubbed"
925,"dubbed"
926,"dubbed"
927,"dubbed"
928,"dubbed"
929,"dubbed"
930,"unknown"
934,"dubbed"
935,"dubbed"
940,"unknown"
942,"unknown"
943,"unknown"
944,"dubbed"
951,"dubbed"
952,"dubbed"
953,"dubbed"
956,"dubbed, partially dubbed"
957,"dubbed"
958,"dubbed"
959,"dubbed"
960,"unknown"
961,"dubbed, partially dubbed"
962,"dubbed"
965,"unknown"
966,"dubbed, partially dubbed"
967,"dubbed, partially dubbed"
968,"unknown"
969,"dubbed"
970,"unknown"
971,"dubbed"
973,"dubbed"
980,"dubbed"
988,"unknown"
990,"unknown"
992,"dubbed"
996,"dubbed"
998,"dubbed"
1000,"dubbed, partially dubbed"
1005,"dubbed"
1013,"dubbed"
1017,"dubbed"
1018,"dubbed"
1019,"dubbed"
1021,"unknown"
1022,"dubbed"
1035,"unknown"
1037,"unknown"
1040,"unknown"
1045,"dubbed"
1046,"dubbed"
1048,"dubbed"
1050,"dubbed"
1062,"unknown"
1065,"unknown"
1067,"unknown"
1068,"unknown"
1069,"dubbed"
1070,"unknown"
1082,"dubbed"
1083,"dubbed"
1086,"dubbed"
1087,"unknown"
1088,"dubbed"
1093,"unknown"
1098,"dubbed"
1108,"dubbed"
1110,"unknown"
1123,"unknown"
1126,"dubbed"
1132,"dubbed"
1133,"dubbed"
1136,"dubbed"
1137,"dubbed"
1138,"dubbed"
1139,"dubbed"
1142,"dubbed"
1145,"dubbed"
1156,"dubbed"
1157,"dubbed"
1161,"dubbed"
1163,"dubbed"
1164,"dubbed"
1167,"dubbed"
1172,"dubbed"
1175,"dubbed"
1179,"dubbed"
1180,"dubbed"
1184,"dubbed"
1186,"dubbed"
1188,"unknown"
1189,"dubbed"
1193,"unknown"
1194,"dubbed"
1195,"dubbed"
1196,"unknown"
1198,"unknown"
1199,"unknown"
1200,"unknown"
1212,"dubbed"
1214,"unknown"
1218,"unknown"
1221,"dubbed"
1222,"unknown"
1224,"dubbed"
1226,"dubbed"
1230,"dubbed"
1231,"dubbed"
1236,"dubbed"
1239,"dubbed"
1243,"unknown"
1246,"dubbed"
1247,"dubbed"
1249,"dubbed"
1250,"dubbed"
1251,"dubbed"
1254,"dubbed"
1261,"dubbed"
1264,"dubbed"
1279,"dubbed"
1281,"dubbed"
1293,"dubbed, partially dubbed"
1300,"dubbed"
1312,"dubbed"
1313,"dubbed"
1314,"unknown"
1316,"dubbed, partially dubbed"
1325,"unknown"
1327,"unknown"
1333,"dubbed"
1337,"unknown"
1349,"dubbed"
1356,"unknown"
1371,"dubbed"
1372,"dubbed"
1374,"dubbed"
1375,"unknown"
1377,"unknown"
1391,"unknown"
1397,"unknown"
1409,"dubbed"
1410,"dubbed"
1412,"dubbed"
1425,"dubbed, partially dubbed"
1445,"dubbed"
1448,"dubbed"
1450,"dubbed"
1456,"dubbed"
1458,"dubbed, partially dubbed"
1459,"dubbed"
1465,"dubbed"
1466,"dubbed"
1469,"dubbed"
1470,"unknown"
1471,"unknown"
1472,"unknown"
1473,"unknown"
1482,"dubbed"
1483,"dubbed"
1485,"unknown"
1486,"dubbed, partially dubbed"
1490,"dubbed"
1491,"unknown"
1492,"dubbed"
1493,"dubbed"
1498,"dubbed"
1502,"unknown"
1508,"unknown"
1509,"dubbed"
1516,"unknown"
1517,"dubbed"
1519,"dubbed"
1524,"dubbed"
1530,"dubbed"
1532,"unknown"
1533,"dubbed"
1534,"unknown"
1535,"dubbed"
1536,"dubbed"
1537,"unknown"
1538,"dubbed"
1541,"unknown"
1542,"dubbed"
1543,"unknown"
1546,"dubbed"
1547,"unknown"
1548,"dubbed"
1550,"unknown"
1554,"dubbed"
1555,"unknown"
1557,"dubbed"
1559,"dubbed"
1561,"unknown"
1562,"dubbed"
1563,"dubbed"
1564,"dubbed"
1565,"dubbed"
1567,"dubbed, partially dubbed"
1568,"unknown"
1569,"unknown"
1570,"unknown"
1571,"dubbed"
1572,"dubbed"
1573,"dubbed"
1574,"dubbed"
1575,"dubbed"
1578,"unknown"
1579,"dubbed"
1581,"unknown"
1583,"dubbed"
1587,"dubbed"
1588,"unknown"
1589,"unknown"
1590,"unknown"
1591,"dubbed"
1592,"unknown"
1594,"dubbed"
1597,"dubbed"
1599,"dubbed"
1600,"unknown"
1601,"dubbed"
1603,"unknown"
1604,"unknown"
1606,"dubbed"
1607,"dubbed"
1614,"unknown"
1617,"unknown"
1618,"unknown"
1623,"unknown"
1628,"dubbed"
1638,"dubbed"
1642,"unknown"
1650,"dubbed"
1651,"dubbed"
1652,"dubbed"
1656,"unknown"
1661,"unknown"
1663,"unknown"
1664,"dubbed"
1666,"unknown"
1667,"unknown"
1668,"dubbed"
1669,"dubbed"
1672,"unknown"
1673,"unknown"
1674,"unknown"
1675,"dubbed"
1676,"dubbed"
1678,"dubbed"
1683,"dubbed"
1684,"unknown"
1685,"dubbed"
1688,"unknown"
1690,"unknown"
1691,"dubbed"
1693,"unknown"
1694,"unknown"
1695,"unknown"
1698,"dubbed"
1699,"dubbed"
1704,"unknown"
1705,"dubbed"
1706,"dubbed"
1707,"dubbed"
1710,"dubbed"
1711,"unknown"
1712,"unknown"
1713,"unknown"
1721,"unknown"
1722,"unknown"
1724,"unknown"
1726,"dubbed"
1727,"unknown"
1728,"dubbed"
1735,"dubbed"
1737,"unknown"
1738,"unknown"
1740,"unknown"
1744,"dubbed, partially dubbed"
1746,"dubbed"
1769,"dubbed"
1771,"unknown"
1775,"dubbed"
1778,"unknown"
1792,"dubbed"
1806,"unknown"
1808,"unknown"
1810,"dubbed"
1812,"unknown"
1816,"dubbed"
1823,"unknown"
1826,"dubbed"
1827,"dubbed"
1835,"dubbed, partially dubbed"
1836,"unknown"
1837,"dubbed"
1839,"unknown"
1840,"unknown"
1842,"unknown"
1844,"dubbed"
1845,"unknown"
1846,"dubbed"
1848,"unknown"
1852,"unknown"
1853,"unknown"
1858,"unknown"
1860,"dubbed"
1864,"unknown"
1865,"unknown"
1868,"unknown"
1872,"dubbed, partially dubbed"
1873,"unknown"
1878,"unknown"
1881,"dubbed"
1882,"dubbed"
1883,"unknown"
1884,"unknown"
1885,"unknown"
1886,"unknown"
1887,"dubbed"
1889,"unknown"
1891,"unknown"
1892,"unknown"
1893,"unknown"
1897,"dubbed, partially dubbed"
1899,"dubbed"
1912,"unknown"
1914,"dubbed"
1915,"unknown"
1929,"unknown"
1932,"dubbed"
1936,"unknown"
1942,"unknown"
1946,"dubbed, partially dubbed"
1947,"unknown"
1955,"unknown"
1960,"unknown"
1962,"dubbed"
1965,"unknown"
1972,"dubbed"
1974,"unknown"
1975,"unknown"
1985,"dubbed"
1986,"dubbed, partially dubbed"
1988,"unknown"
2001,"dubbed"
2002,"dubbed"
2004,"unknown"
2011,"dubbed"
2012,"unknown"
2014,"unknown"
2024,"unknown"
2025,"dubbed"
2026,"dubbed"
2030,"dubbed"
2031,"unknown"
2032,"unknown"
2034,"unknown"
2035,"dubbed"
2036,"dubbed"
2037,"unknown"
2038,"unknown"
2039,"unknown"
2040,"unknown"
2041,"dubbed"
2043,"unknown"
2044,"unknown"
2074,"unknown"
2075,"unknown"
2076,"unknown"
2084,"unknown"
2087,"unknown"
2089,"dubbed"
2104,"dubbed"
2105,"unknown"
2106,"unknown"
2108,"dubbed"
2109,"unknown"
2110,"unknown"
2112,"unknown"
2113,"unknown"
2116,"unknown"
2127,"unknown"
2128,"unknown"
2129,"unknown"
2130,"dubbed"
2142,"dubbed"
2150,"dubbed"
2151,"unknown"
2152,"dubbed"
2153,"unknown"
2155,"unknown"
2156,"dubbed"
2157,"unknown"
2158,"dubbed"
2159,"dubbed"
2161,"dubbed"
2162,"unknown"
2164,"dubbed"
2165,"unknown"
2166,"unknown"
2167,"dubbed"
2200,"unknown"
2203,"unknown"
2204,"unknown"
2213,"dubbed"
2214,"dubbed"
2215,"unknown"
2221,"unknown"
2222,"dubbed, partially dubbed"
2223,"dubbed, partially dubbed"
2224,"unknown"
2225,"dubbed"
2226,"unknown"
2227,"unknown"
2228,"unknown"
2229,"unknown"
2230,"dubbed, partially dubbed"
2231,"unknown"
2232,"unknown"
2233,"unknown"
2234,"unknown"
2243,"unknown"
2244,"unknown"
2245,"unknown"
2246,"unknown"
2251,"dubbed"
2252,"dubbed"
2253,"dubbed, partially dubbed"
2254,"unknown"
2255,"unknown"
2257,"unknown"
2259,"unknown"
2280,"dubbed, partially dubbed"
2281,"dubbed"
2282,"unknown"
2283,"unknown"
2284,"dubbed"
2285,"dubbed"
2287,"dubbed"
2288,"dubbed"
2316,"unknown"
2330,"unknown"
2331,"dubbed"
2333,"unknown"
2335,"unknown"
2337,"dubbed"
2361,"dubbed, partially dubbed"
2362,"unknown"
2363,"dubbed"
2369,"unknown"
2382,"unknown"
2383,"dubbed"
2389,"dubbed"
2390,"dubbed"
2391,"dubbed"
2400,"dubbed"
2402,"unknown"
2403,"unknown"
2404,"unknown"
2405,"unknown"
2406,"unknown"
2409,"dubbed"
2415,"unknown"
2416,"unknown"
2467,"dubbed"
2471,"dubbed, partially dubbed"
2484,"unknown"
2486,"dubbed"
2487,"unknown"
2489,"dubbed"
2495,"dubbed"
2503,"unknown"
2508,"dubbed"
2510,"dubbed"
2518,"unknown"
2521,"dubbed"
2523,"unknown"
2542,"unknown"
2543,"dubbed"
2544,"dubbed"
2545,"dubbed"
2546,"unknown"
2547,"dubbed"
2548,"dubbed"
2549,"unknown"
2552,"unknown"
2553,"unknown"
2554,"unknown"
2555,"unknown"
2556,"dubbed, partially dubbed"
2557,"unknown"
2558,"unknown"
2559,"unknown"
2561,"dubbed, partially dubbed"
2562,"unknown"
2564,"unknown"
2565,"dubbed"
2566,"unknown"
2567,"unknown"
2568,"dubbed"
2569,"dubbed"
2570,"unknown"
2571,"dubbed"
2572,"dubbed"
2573,"unknown"
2574,"dubbed"
2575,"unknown"
2576,"unknown"
2577,"dubbed"
2578,"unknown"
2579,"dubbed"
2581,"dubbed"
2582,"dubbed"
2595,"unknown"
2596,"dubbed"
2598,"unknown"
2602,"unknown"
2603,"unknown"
2604,"unknown"
2605,"unknown"
2608,"unknown"
2609,"unknown"
2612,"dubbed"
2613,"unknown"
2618,"unknown"
2619,"dubbed"
2620,"dubbed"
2624,"unknown"
2679,"unknown"
2683,"dubbed"
2684,"unknown"
2686,"dubbed, partially dubbed"
2687,"unknown"
2688,"dubbed, partially dubbed"
2699,"dubbed"
2700,"unknown"
2702,"unknown"
2703,"dubbed"
2704,"dubbed"
2705,"dubbed"
2706,"unknown"
2707,"unknown"
2709,"unknown"
2713,"unknown"
2716,"unknown"
2717,"unknown"
2718,"unknown"
2719,"unknown"
2723,"unknown"
2727,"unknown"
2732,"unknown"
2736,"unknown"
2740,"unknown"
2741,"unknown"
2744,"unknown"
2747,"dubbed, partially dubbed"
2748,"unknown"
2749,"unknown"
2757,"unknown"
2758,"unknown"
2762,"unknown"
2766,"unknown"
2769,"unknown"
2771,"unknown"
2772,"dubbed"
2781,"unknown"
2783,"dubbed"
2786,"dubbed"
2787,"dubbed"
2789,"dubbed"
2799,"unknown"
2800,"dubbed, partially dubbed"
2803,"unknown"
2804,"unknown"
2805,"unknown"
2806,"unknown"
2809,"unknown"
2810,"unknown"
2813,"dubbed"
2814,"dubbed"
2815,"dubbed"
2816,"dubbed"
2817,"dubbed"
2818,"unknown"
2819,"dubbed, partially dubbed"
2820,"unknown"
2822,"dubbed"
2823,"dubbed"
2824,"dubbed"
2825,"unknown"
2826,"dubbed"
2827,"unknown"
2828,"unknown"
2829,"dubbed"
2834,"unknown"
2835,"unknown"
2836,"dubbed, partially dubbed"
2882,"dubbed"
2885,"dubbed"
2892,"dubbed"
2903,"unknown"
2904,"dubbed"
2907,"dubbed"
2912,"unknown"
2913,"dubbed"
2916,"unknown"
2921,"unknown"
2923,"unknown"
2924,"dubbed"
2926,"unknown"
2927,"unknown"
2931,"unknown"
2933,"unknown"
2934,"unknown"
2938,"unknown"
2942,"unknown"
2963,"unknown"
2964,"dubbed"
2965,"unknown"
2966,"dubbed"
2970,"unknown"
2980,"unknown"
2985,"unknown"
2986,"dubbed"
2987,"unknown"
3000,"unknown"
3001,"unknown"
3002,"unknown"
3006,"unknown"
3008,"unknown"
3009,"unknown"
3010,"dubbed"
3012,"dubbed"
3020,"unknown"
3022,"unknown"
3023,"unknown"
3024,"dubbed"
3035,"unknown"
3036,"dubbed"
3044,"dubbed"
3053,"unknown"
3054,"unknown"
3059,"dubbed"
3075,"dubbed"
3079,"unknown"
3091,"unknown"
3092,"unknown"
3098,"dubbed"
3099,"unknown"
3101,"dubbed"
3104,"dubbed"
3110,"unknown"
3114,"unknown"
3116,"unknown"
3125,"unknown"
3129,"unknown"
3130,"unknown"
3131,"unknown"
3132,"dubbed"
3136,"unknown"
3137,"unknown"
3146,"unknown"
3151,"dubbed"
3159,"unknown"
3162,"unknown"
3166,"unknown"
3176,"unknown"
3182,"unknown"
3185,"dubbed"
3193,"unknown"
3194,"dubbed"
3196,"unknown"
3199,"dubbed"
3201,"dubbed"
3202,"dubbed"
3213,"unknown"
3225,"unknown"
3226,"unknown"
3228,"unknown"
3230,"dubbed"
3231,"dubbed"
3270,"dubbed"
3271,"dubbed"
3272,"unknown"
3281,"unknown"
3285,"unknown"
3290,"unknown"
3294,"unknown"
3295,"unknown"
3297,"dubbed"
3298,"unknown"
3299,"unknown"
3305,"unknown"
3312,"unknown"
3313,"unknown"
3315,"unknown"
3317,"unknown"
3322,"unknown"
3325,"unknown"
3327,"unknown"
3335,"unknown"
3345,"unknown"
3349,"unknown"
3355,"unknown"
3356,"unknown"
3358,"unknown"
3359,"unknown"
3361,"dubbed"
3363,"unknown"
3366,"unknown"
3369,"unknown"
3388,"unknown"
3389,"unknown"
3399,"unknown"
3407,"dubbed"
3420,"unknown"
3424,"unknown"
3425,"unknown"
3432,"unknown"
3433,"unknown"
3434,"dubbed"
3435,"unknown"
3436,"unknown"
3437,"unknown"
3438,"unknown"
3444,"unknown"
3457,"dubbed"
3460,"unknown"
3464,"unknown"
3467,"unknown"
3470,"dubbed"
3486,"unknown"
3493,"unknown"
3501,"unknown"
3505,"unknown"
3519,"unknown"
3545,"unknown"
3549,"unknown"
3550,"unknown"
3561,"unknown"
3568,"unknown"
3571,"dubbed, partially dubbed"
3572,"unknown"
3573,"unknown"
3576,"dubbed"
3577,"unknown"
3579,"unknown"
3588,"dubbed"
3594,"dubbed"
3604,"unknown"
3609,"dubbed"
3613,"unknown"
3614,"unknown"
3615,"unknown"
3619,"unknown"
3627,"unknown"
3630,"unknown"
3631,"unknown"
3637,"unknown"
3638,"dubbed"
3653,"dubbed"
3655,"dubbed"
3656,"unknown"
3660,"unknown"
3668,"unknown"
3670,"unknown"
3672,"unknown"
3673,"unknown"
3676,"unknown"
3683,"unknown"
3689,"unknown"
3690,"unknown"
3691,"unknown"
3692,"unknown"
3704,"unknown"
3710,"unknown"
3712,"unknown"
3713,"unknown"
3723,"dubbed"
3724,"unknown"
3731,"unknown"
3736,"unknown"
3737,"unknown"
3738,"unknown"
3750,"unknown"
3754,"unknown"
3761,"dubbed"
3765,"unknown"
3768,"unknown"
3772,"dubbed"
3776,"dubbed"
3800,"dubbed, partially dubbed"
3806,"unknown"
3807,"unknown"
3808,"unknown"
3809,"dubbed"
3810,"dubbed"
3811,"dubbed, partially dubbed"
3812,"dubbed"
3819,"unknown"
3823,"dubbed"
3825,"unknown"
3827,"unknown"
3834,"unknown"
3835,"unknown"
3836,"dubbed"
3837,"unknown"
3838,"unknown"
3839,"unknown"
3840,"unknown"
3841,"unknown"
3844,"unknown"
3845,"unknown"
3858,"dubbed"
3870,"unknown"
3873,"dubbed"
3874,"unknown"
3875,"unknown"
3876,"unknown"
3877,"unknown"
3878,"unknown"
3879,"unknown"
3880,"unknown"
3881,"unknown"
3885,"unknown"
3900,"dubbed"
3907,"unknown"
3909,"unknown"
3915,"dubbed, partially dubbed"
3927,"dubbed"
3932,"dubbed"
3935,"dubbed"
3936,"dubbed"
3947,"unknown"
3958,"unknown"
3969,"dubbed"
3972,"dubbed, partially dubbed"
3974,"dubbed"
4013,"unknown"
4021,"unknown"
4023,"dubbed"
4024,"dubbed"
4025,"dubbed"
4028,"dubbed"
4038,"unknown"
4044,"unknown"
4049,"dubbed"
4050,"unknown"
4051,"unknown"
4052,"dubbed"
4054,"unknown"
4056,"unknown"
4060,"dubbed"
4061,"dubbed"
4062,"unknown"
4066,"unknown"
4067,"unknown"
4068,"unknown"
4073,"dubbed, partially dubbed"
4080,"unknown"
4081,"unknown"
4083,"unknown"
4086,"unknown"
4087,"dubbed"
4088,"dubbed"
4101,"unknown"
4104,"unknown"
4113,"unknown"
4114,"unknown"
4119,"unknown"
4132,"unknown"
4151,"dubbed"
4154,"unknown"
4181,"dubbed"
4183,"unknown"
4186,"dubbed"
4189,"unknown"
4191,"unknown"
4192,"dubbed"
4197,"dubbed"
4198,"unknown"
4199,"dubbed"
4208,"dubbed"
4209,"unknown"
4211,"unknown"
4214,"dubbed"
4224,"dubbed"
4240,"unknown"
4242,"unknown"
4244,"unknown"
4264,"dubbed"
4286,"unknown"
4314,"unknown"
4316,"unknown"
4331,"unknown"
4332,"unknown"
4334,"unknown"
4339,"unknown"
4362,"unknown"
4375,"unknown"
4382,"dubbed"
4383,"unknown"
4411,"unknown"
4415,"dubbed"
4416,"dubbed"
4427,"unknown"
4439,"unknown"
4443,"unknown"
4444,"unknown"
4459,"unknown"
4468,"unknown"
4477,"unknown"
4483,"unknown"
4486,"unknown"
4504,"unknown"
4511,"unknown"
4514,"unknown"
4515,"dubbed"
4532,"unknown"
4536,"unknown"
4548,"unknown"
4549,"dubbed"
4550,"unknown"
4551,"unknown"
4553,"unknown"
4554,"dubbed"
4563,"unknown"
4574,"unknown"
4581,"dubbed"
4584,"unknown"
4586,"unknown"
4597,"unknown"
4599,"dubbed"
4614,"unknown"
4615,"dubbed"
4616,"unknown"
4618,"dubbed"
4651,"unknown"
4654,"dubbed"
4657,"unknown"
4662,"unknown"
4663,"unknown"
4667,"dubbed"
4690,"unknown"
4709,"unknown"
4720,"unknown"
4722,"dubbed"
4725,"dubbed"
4726,"dubbed"
4737,"unknown"
4742,"unknown"
4752,"dubbed"
4773,"unknown"
4782,"unknown"
4789,"dubbed"
4800,"unknown"
4801,"dubbed"
4807,"unknown"
4808,"unknown"
4810,"unknown"
4814,"unknown"
4823,"dubbed"
4879,"unknown"
4884,"unknown"
4896,"unknown"
4898,"dubbed"
4903,"unknown"
4908,"unknown"
4928,"unknown"
4929,"dubbed"
4933,"unknown"
4935,"unknown"
4936,"dubbed"
4962,"dubbed, partially dubbed"
4975,"dubbed"
4981,"dubbed"
4999,"unknown"
5005,"unknown"
5018,"unknown"
5022,"unknown"
5023,"unknown"
5027,"dubbed"
5028,"unknown"
5030,"dubbed"
5034,"dubbed"
5039,"dubbed"
5040,"unknown"
5041,"dubbed"
5052,"dubbed, partially dubbed"
5070,"unknown"
5071,"unknown"
5074,"dubbed"
5075,"unknown"
5079,"dubbed"
5081,"unknown"
5082,"dubbed"
5088,"unknown"
5091,"dubbed, partially dubbed"
5104,"unknown"
5112,"unknown"
5114,"dubbed"
5129,"dubbed"
5131,"unknown"
5141,"unknown"
5150,"unknown"
5153,"unknown"
5162,"unknown"
5189,"unknown"
5197,"unknown"
5200,"unknown"
